-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2021 
Location: Latitude  -54.8093   Longitude -68.3337 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 268.93 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2M_RANGE              MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
WS2M_RANGE             MERRA-2 Wind Speed at 2 Meters Range (m/s) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
-END HEADER-
YEAR,DOY,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,T2M,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WD2M
2021,21,74.96,159.39,8.83,7.61,12.7,5.09,5.07,70.06,1.49,96.59,5.37,7.49,3.24,4.25,303.62
2021,22,113.03,156.78,8.02,6.75,11.09,4.34,4.52,66.75,0.13,96.67,5.16,6.68,2.43,4.26,295.25
2021,23,77.13,156.77,9.43,6.38,12.56,6.19,5.49,72.56,1.55,96.64,6.24,7.79,4.53,3.26,303.19
2021,24,60.7,155.59,9.22,7.23,11.8,4.58,6.16,81.12,2.1,95.82,6.3,8.7,3.27,5.43,319.75
2021,25,103.46,155.21,5.62,5.48,8.47,2.98,4.27,72.06,0.63,95.18,5.81,7.0,3.38,3.62,295.56
2021,26,89.26,153.02,4.02,5.17,6.37,1.2,3.97,75.88,1.24,95.81,7.72,9.78,5.28,4.5,259.31
2021,27,88.14,151.82,3.11,4.24,4.98,0.74,4.09,83.12,2.28,96.14,4.88,6.2,2.12,4.09,254.62
2021,28,76.33,151.83,3.35,3.93,5.55,1.62,4.33,86.12,3.87,96.05,3.16,5.44,1.46,3.98,230.69
2021,29,88.22,150.38,3.18,4.84,5.91,1.07,3.85,79.19,2.19,96.81,5.95,7.24,3.75,3.49,222.19
2021,30,114.0,148.84,6.01,7.66,9.5,1.83,5.0,84.19,0.78,97.68,5.39,7.02,3.1,3.92,253.5
2021,31,53.88,146.6,8.52,6.17,11.44,5.27,5.55,78.06,0.61,96.89,8.09,9.39,5.59,3.8,285.56
2021,32,88.05,148.34,8.17,4.61,10.73,6.12,5.31,76.38,1.28,96.38,8.09,9.72,5.5,4.22,266.88
2021,33,71.63,146.66,8.74,5.2,11.27,6.08,6.04,82.81,3.88,96.66,6.41,7.54,4.48,3.06,268.31
2021,34,107.14,145.43,8.41,6.24,11.32,5.08,5.31,75.56,1.85,97.59,5.81,7.91,2.07,5.84,270.12
2021,35,121.58,144.69,9.55,7.02,11.73,4.73,5.8,75.5,0.75,97.11,8.23,9.4,6.62,2.77,269.06
2021,36,108.33,143.25,5.97,4.5,8.3,3.81,4.52,77.19,1.25,97.95,6.81,8.99,3.23,5.77,246.88
2021,37,120.55,141.48,7.2,9.05,12.11,3.06,4.7,75.31,0.21,98.56,3.67,4.63,2.36,2.27,262.19
2021,38,109.98,138.38,9.79,9.64,14.09,4.45,5.62,73.81,0.19,98.32,3.76,5.59,1.71,3.89,283.75
2021,39,83.59,138.72,13.35,7.83,17.3,9.47,7.63,78.19,0.08,97.78,3.77,5.12,1.45,3.67,284.62
2021,40,105.35,137.99,13.22,8.21,16.87,8.66,7.39,77.69,0.03,98.31,2.24,4.04,0.84,3.2,311.12
2021,41,128.3,134.08,15.52,9.43,20.37,10.94,8.24,74.94,0.04,97.57,3.39,5.85,1.08,4.77,119.38
2021,42,67.36,134.82,11.05,9.18,14.13,4.95,6.77,78.94,3.81,96.62,4.12,5.86,2.12,3.73,285.56
2021,43,64.46,131.01,9.0,8.41,12.85,4.44,5.49,75.38,2.32,97.23,5.63,8.38,2.43,5.95,321.88
2021,44,42.92,132.48,6.68,5.1,8.93,3.83,5.43,85.38,11.72,96.7,2.09,4.6,0.58,4.03,279.94
2021,45,67.94,130.83,6.69,8.01,10.79,2.78,4.58,74.06,0.81,97.46,5.25,6.26,4.27,1.98,285.81
2021,46,64.62,129.02,9.89,6.78,13.48,6.69,5.98,76.94,0.97,97.42,5.73,7.12,4.47,2.65,318.12
2021,47,69.12,128.41,10.72,6.19,14.07,7.87,6.65,81.25,1.7,97.03,2.9,4.5,0.68,3.82,318.69
2021,48,70.79,125.6,10.91,8.38,15.4,7.03,6.84,82.62,2.72,96.47,3.46,5.66,1.15,4.52,268.5
2021,49,95.21,125.75,7.06,7.67,10.19,2.51,4.88,76.12,2.79,96.66,4.2,6.33,1.75,4.57,260.69
2021,50,61.38,123.92,6.4,7.02,9.93,2.9,4.82,79.0,1.07,97.16,4.32,6.63,2.22,4.41,285.94
2021,51,48.86,122.51,7.24,8.1,10.87,2.76,5.8,87.69,3.93,96.63,4.85,5.84,3.38,2.46,275.25
2021,52,45.15,122.19,3.41,4.43,5.63,1.2,3.78,76.25,1.56,97.08,2.52,3.52,1.69,1.84,237.0
2021,53,59.9,119.03,5.09,7.04,8.76,1.72,4.82,85.12,3.29,96.53,6.79,9.77,3.11,6.66,245.56
2021,54,51.76,114.89,6.07,6.81,10.06,3.25,5.07,82.75,4.08,96.4,7.2,9.73,4.91,4.81,264.69
2021,55,80.9,117.47,4.8,5.09,7.7,2.61,4.33,78.56,2.1,96.14,9.32,10.98,6.97,4.01,248.88
2021,56,92.18,115.34,4.42,4.96,7.46,2.5,4.09,76.88,0.9,97.07,6.2,8.39,2.02,6.38,243.06
2021,57,87.34,112.62,8.73,10.79,13.41,2.62,6.1,83.88,0.11,97.59,4.49,6.84,1.88,4.97,289.62
2021,58,111.9,112.3,12.74,11.55,18.72,7.16,7.02,76.56,0.02,97.14,3.98,5.29,2.42,2.87,314.44
2021,59,73.54,111.57,7.72,7.85,10.47,2.61,5.31,76.88,1.06,96.89,4.42,6.57,2.24,4.33,247.81
2021,60,87.68,109.72,5.29,8.88,9.62,0.76,3.91,70.75,0.03,98.03,2.76,3.79,1.95,1.84,274.31
2021,61,73.37,108.53,7.12,9.29,11.67,2.38,5.0,80.12,0.32,98.27,3.89,6.44,1.83,4.61,303.56
2021,62,84.6,107.17,7.79,8.34,11.95,3.61,5.25,79.88,0.14,98.5,2.76,4.22,1.59,2.62,303.88
2021,63,68.77,104.76,9.01,8.78,12.94,4.15,5.68,78.12,0.05,97.96,3.95,5.59,2.48,3.11,313.56
2021,64,60.34,103.97,9.69,5.14,12.08,6.94,5.62,72.56,2.48,96.29,5.5,7.85,2.27,5.59,230.5
2021,65,73.9,102.96,9.08,6.36,11.72,5.36,5.55,73.81,1.42,95.14,6.05,7.79,2.7,5.09,287.88
2021,66,55.05,101.14,5.43,5.47,7.46,1.99,4.52,76.81,1.29,95.66,5.79,7.88,3.87,4.01,285.25
2021,67,50.33,98.65,8.14,9.86,12.53,2.67,5.74,81.62,0.63,96.18,6.05,7.15,4.31,2.84,314.75
2021,68,34.12,96.84,10.04,6.82,13.77,6.94,7.2,89.06,2.25,95.21,3.98,6.77,1.27,5.5,221.56
2021,69,66.15,96.12,6.18,5.21,8.44,3.22,4.7,74.56,1.34,94.08,7.82,11.22,1.85,9.37,285.81
2021,70,46.45,94.18,3.9,4.37,6.04,1.67,4.09,77.38,4.55,94.87,8.14,10.82,4.89,5.93,270.94
2021,71,59.38,93.35,8.55,8.43,12.33,3.9,5.68,78.12,0.79,95.7,8.59,10.04,7.01,3.02,277.0
2021,72,70.02,92.31,4.34,4.99,7.15,2.16,3.78,72.25,0.21,97.95,7.38,9.6,2.29,7.31,253.31
2021,73,48.45,88.16,5.95,8.78,10.26,1.48,4.7,79.81,2.46,97.83,3.11,4.29,1.65,2.64,231.69
2021,74,68.51,89.73,5.38,7.26,8.33,1.08,4.58,78.31,1.83,96.48,7.05,9.66,4.21,5.45,283.44
2021,75,48.46,87.53,4.18,6.02,6.71,0.68,4.46,84.19,1.82,97.96,7.01,8.27,5.73,2.55,254.81
2021,76,26.16,85.53,7.47,3.66,9.55,5.9,5.37,81.75,0.41,97.56,8.11,9.6,5.93,3.66,285.0
2021,77,45.66,85.32,6.38,4.09,8.23,4.14,4.46,72.19,0.33,96.25,6.56,9.38,3.73,5.64,273.44
2021,78,39.57,83.05,5.66,7.26,9.51,2.25,4.7,79.0,3.17,94.96,6.66,9.21,4.95,4.26,282.5
2021,79,52.09,81.82,4.66,5.72,7.19,1.48,4.46,80.62,1.61,96.64,8.08,8.85,6.7,2.16,256.62
2021,80,55.77,79.99,7.63,4.23,10.17,5.93,5.49,82.81,0.87,97.59,5.19,8.22,1.51,6.71,280.81
2021,81,44.1,79.42,8.79,8.15,13.39,5.25,6.23,85.44,2.37,96.98,4.4,5.84,1.28,4.55,307.06
2021,82,13.51,77.36,5.13,4.83,7.9,3.07,5.43,94.5,13.9,96.19,3.87,7.91,1.2,6.7,141.69
2021,83,36.43,76.38,3.99,3.04,5.65,2.62,4.52,86.75,2.5,96.7,8.48,10.8,2.77,8.02,247.62
2021,84,44.14,74.83,6.32,6.44,10.47,4.03,4.88,80.06,1.17,96.94,6.56,9.05,2.39,6.66,294.5
2021,85,48.37,71.16,6.12,5.49,9.05,3.55,4.64,77.62,0.07,97.53,5.16,8.02,2.42,5.6,292.81
2021,86,18.69,68.88,7.53,4.77,10.09,5.32,6.23,91.31,5.39,96.09,6.3,9.87,3.57,6.3,322.44
2021,87,48.73,70.98,5.38,6.11,8.32,2.21,4.39,77.31,9.35,97.36,6.27,11.96,1.61,10.35,266.38
2021,88,25.43,65.57,5.76,6.41,8.37,1.96,5.43,91.12,73.81,97.32,4.3,6.46,2.13,4.33,314.88
2021,89,61.95,68.66,5.5,6.7,8.04,1.34,4.82,83.88,0.34,98.14,4.57,7.9,2.23,5.68,257.0
2021,90,65.17,67.0,4.59,9.42,9.96,0.54,4.15,79.5,0.0,99.11,2.05,3.1,0.62,2.48,311.0
2021,91,39.05,59.54,5.15,9.12,9.34,0.22,5.19,90.19,0.83,98.21,3.21,5.11,1.91,3.2,329.19
2021,92,43.12,63.8,5.51,5.46,8.7,3.24,5.0,86.81,0.96,97.52,2.28,4.76,0.34,4.41,244.0
2021,93,21.03,63.05,2.17,3.38,3.56,0.19,4.27,93.19,7.89,96.89,3.85,7.06,1.64,5.42,219.0
2021,94,36.23,61.52,2.44,4.32,5.26,0.94,4.15,88.38,1.98,97.02,3.57,4.95,2.69,2.26,282.5
2021,95,52.32,60.3,2.53,5.86,6.14,0.29,3.97,85.75,0.5,98.14,2.76,3.74,1.34,2.4,272.56
2021,96,12.11,55.01,4.27,6.9,6.56,-0.34,5.13,96.06,3.81,97.47,4.77,6.65,1.69,4.96,222.5
2021,97,30.63,57.84,5.29,3.33,7.44,4.12,5.55,95.81,3.93,96.07,1.86,2.73,1.23,1.5,293.69
2021,98,36.14,56.99,3.69,5.23,5.94,0.7,4.46,86.56,0.77,96.95,5.51,7.38,2.78,4.6,248.31
2021,99,37.09,55.62,4.49,6.34,7.87,1.52,4.46,83.44,0.07,97.45,4.39,6.02,2.39,3.62,289.56
2021,100,36.56,54.84,6.28,5.75,9.63,3.88,5.07,82.81,1.38,96.14,5.8,6.69,5.0,1.69,307.06
2021,101,34.4,52.75,6.2,5.41,8.94,3.53,4.76,77.31,0.82,95.79,5.27,6.22,3.73,2.48,317.06
2021,102,39.15,51.68,5.47,4.1,7.6,3.5,4.46,76.06,0.74,95.46,6.99,9.52,4.52,5.0,300.0
2021,103,26.73,50.66,5.29,4.15,7.58,3.43,4.82,83.06,3.8,95.87,8.23,13.18,3.01,10.17,201.44
2021,104,32.53,50.08,4.8,5.54,8.58,3.05,4.39,77.75,0.21,95.25,8.17,10.12,6.54,3.58,304.69
2021,105,30.23,48.5,4.57,7.2,7.99,0.79,4.88,88.62,2.24,95.74,4.45,5.84,2.62,3.22,243.69
2021,106,38.24,47.52,4.49,4.04,6.36,2.32,4.7,85.81,1.12,96.09,6.43,11.5,2.16,9.33,281.06
2021,107,26.73,46.47,6.46,7.51,10.74,3.24,5.49,89.19,0.39,97.15,4.18,5.12,2.88,2.23,273.31
2021,108,28.12,44.78,6.58,5.67,9.98,4.31,5.92,93.38,0.48,96.15,4.46,6.47,0.68,5.79,209.69
2021,109,18.11,44.45,4.59,4.38,6.51,2.12,5.37,96.88,12.49,96.01,2.16,3.56,0.87,2.7,189.0
2021,110,36.36,43.16,3.83,5.17,7.13,1.96,4.39,85.75,0.15,97.59,3.83,5.68,1.55,4.12,298.06
2021,111,31.92,42.62,3.19,6.55,7.46,0.92,4.15,84.94,0.31,97.62,3.51,5.19,1.48,3.7,312.12
2021,112,23.76,41.87,3.5,3.39,5.55,2.15,4.7,93.06,1.19,97.64,1.67,2.6,1.03,1.57,205.5
2021,113,25.58,40.7,3.18,4.37,5.83,1.47,4.46,90.69,0.33,97.86,1.46,2.36,0.06,2.3,180.94
2021,114,18.19,39.55,4.76,4.66,7.51,2.84,5.37,96.81,0.35,97.65,3.68,5.88,2.04,3.84,226.12
2021,115,13.68,38.53,5.65,6.15,9.47,3.32,5.49,93.0,1.58,96.72,4.79,8.66,1.53,7.12,282.31
2021,116,8.15,37.73,4.84,4.57,7.0,2.43,5.43,96.06,4.39,96.18,2.71,4.55,1.52,3.03,302.88
2021,117,20.71,36.93,3.99,4.4,6.06,1.67,5.0,94.19,2.05,95.54,1.84,3.01,0.99,2.02,276.88
2021,118,13.46,35.6,2.08,4.94,5.1,0.16,4.15,89.0,2.61,95.98,5.43,7.91,2.71,5.2,282.88
2021,119,25.29,34.77,1.59,3.81,3.93,0.12,3.78,85.0,0.48,96.78,3.67,7.48,1.18,6.3,288.75
2021,120,12.02,34.44,1.7,3.5,3.73,0.22,3.91,87.12,1.72,96.6,1.47,2.38,0.52,1.86,132.0
2021,121,23.99,33.04,1.75,5.49,5.06,-0.43,4.03,89.56,0.51,96.38,1.77,2.89,0.58,2.31,256.88
2021,122,16.44,32.3,0.1,5.18,3.14,-2.04,3.66,89.62,2.03,96.05,4.49,7.7,2.26,5.45,241.31
2021,123,16.71,31.35,0.59,3.45,2.02,-1.42,3.48,85.56,2.23,97.79,5.03,6.23,4.15,2.09,241.44
2021,124,16.91,30.48,3.92,3.19,5.36,2.17,4.82,92.88,1.42,97.82,6.88,8.28,4.59,3.7,256.06
2021,125,19.49,30.31,3.84,1.55,4.64,3.1,4.76,93.94,0.6,98.44,7.16,9.87,3.87,6.0,240.44
2021,126,11.62,29.52,3.83,2.4,5.3,2.9,4.88,95.56,1.0,98.54,2.14,3.47,1.09,2.38,293.25
2021,127,15.47,28.58,3.74,2.45,5.14,2.69,4.88,95.44,0.32,97.6,3.35,4.98,1.86,3.12,333.25
2021,128,19.45,28.12,3.23,3.55,4.91,1.37,4.88,97.0,0.08,97.02,2.84,3.88,1.8,2.09,326.94
2021,129,18.41,27.29,3.71,3.66,5.25,1.59,4.7,92.19,0.61,97.42,5.03,6.83,2.3,4.54,261.56
2021,130,21.18,26.59,5.27,4.27,8.01,3.73,5.07,88.94,0.1,97.73,5.1,7.32,2.75,4.57,303.38
2021,131,4.58,25.8,4.98,3.27,6.45,3.18,5.25,92.69,0.59,96.16,6.42,8.73,4.44,4.28,272.5
2021,132,15.29,25.4,5.23,4.04,7.06,3.01,5.43,94.5,0.09,96.14,4.19,5.59,2.79,2.8,330.69
2021,133,21.33,24.55,4.15,5.24,6.12,0.88,4.76,89.31,0.34,97.36,3.88,6.54,2.07,4.47,299.5
2021,134,22.43,24.14,3.76,4.23,5.82,1.59,4.88,95.88,0.08,98.26,4.55,5.91,3.53,2.38,304.69
2021,135,10.51,23.22,4.27,2.73,6.01,3.29,4.88,93.44,0.15,98.43,5.09,6.19,4.68,1.51,194.31
2021,136,12.28,23.02,4.18,2.1,5.51,3.4,4.88,94.12,0.16,98.77,5.6,7.14,4.86,2.28,323.44
2021,137,4.67,22.18,4.39,1.93,5.37,3.44,5.07,94.88,2.51,97.93,7.47,8.99,6.07,2.92,11.88
2021,138,6.32,21.69,6.25,1.87,7.01,5.14,5.86,96.0,4.19,97.52,4.87,6.7,1.79,4.9,78.06
2021,139,10.15,21.09,4.05,3.19,5.33,2.15,5.0,96.06,3.05,98.27,2.2,3.43,1.22,2.21,209.19
2021,140,8.95,20.16,2.95,1.93,3.77,1.84,4.64,96.94,6.39,98.43,2.01,2.69,1.42,1.27,126.56
2021,141,11.03,20.52,3.1,2.9,4.37,1.47,4.64,94.88,0.46,98.27,1.71,2.44,1.22,1.23,228.69
2021,142,10.08,19.91,1.95,2.66,3.59,0.94,4.15,93.31,0.16,98.16,1.59,2.73,1.16,1.59,304.88
2021,143,7.91,19.74,2.47,3.52,4.23,0.71,4.58,97.0,1.27,96.17,4.6,6.45,2.86,3.59,291.31
2021,144,8.73,19.35,-0.24,4.26,2.04,-2.23,3.42,85.56,2.67,95.03,6.41,8.96,2.66,6.3,242.88
2021,145,8.81,18.41,-1.26,1.49,-0.6,-2.09,2.87,79.69,3.5,95.99,7.41,8.52,5.95,2.58,237.88
2021,146,10.3,18.07,-1.42,1.48,-0.93,-2.42,2.87,80.69,3.49,96.13,6.49,7.91,4.73,3.19,225.88
2021,147,10.77,17.69,-2.04,1.36,-1.33,-2.69,2.81,83.5,3.95,95.87,5.04,6.14,3.8,2.34,222.75
2021,148,8.47,17.28,-1.97,2.75,-0.49,-3.24,2.87,84.62,3.51,96.29,6.38,8.05,4.23,3.83,217.56
2021,149,7.46,17.01,-1.83,2.05,-1.13,-3.19,2.93,86.19,3.31,96.62,5.69,6.38,5.19,1.2,219.62
2021,150,9.84,16.68,-2.7,2.58,-1.34,-3.92,2.75,87.31,2.6,96.77,3.06,5.4,1.65,3.75,223.62
2021,151,11.26,16.49,-2.81,3.41,-0.55,-3.95,2.75,87.31,1.69,96.84,1.91,3.02,1.34,1.68,157.38
2021,152,13.66,16.34,-3.49,1.81,-2.31,-4.12,2.69,91.12,2.09,97.52,3.15,3.66,2.59,1.06,140.38
2021,153,14.46,15.99,-3.98,4.3,-1.39,-5.69,2.56,92.0,0.43,97.73,1.89,2.48,1.38,1.1,81.25
2021,154,9.68,15.92,-4.94,4.13,-2.3,-6.44,2.5,95.62,0.12,97.21,1.8,1.99,1.57,0.42,180.44
2021,155,7.64,15.69,-2.58,5.41,-0.52,-5.92,2.99,93.25,0.67,96.98,1.29,1.83,0.27,1.56,79.81
2021,156,10.32,15.34,-2.24,4.53,0.04,-4.49,3.17,96.81,0.41,97.05,1.85,2.37,1.45,0.92,257.06
2021,157,4.03,15.07,0.16,4.21,1.35,-2.85,3.85,96.5,2.69,96.11,4.42,5.67,2.22,3.46,261.56
2021,158,7.1,15.21,0.8,2.23,1.35,-0.88,4.15,97.75,0.19,95.77,3.82,6.93,2.12,4.8,248.94
2021,159,6.43,14.71,2.14,2.11,3.14,1.02,4.58,97.06,2.75,93.94,5.03,8.05,2.05,6.0,213.0
2021,160,7.23,14.34,2.46,1.53,3.3,1.77,4.52,94.5,0.31,94.88,5.48,7.27,3.81,3.46,310.75
2021,161,7.28,14.3,0.82,2.35,2.18,-0.17,3.78,90.62,0.76,96.66,4.03,6.42,1.78,4.64,185.19
2021,162,7.74,14.31,1.19,3.17,2.8,-0.38,4.21,97.56,2.35,95.74,3.52,4.89,1.97,2.92,204.94
2021,163,8.89,14.02,0.81,3.32,2.29,-1.03,4.03,95.5,2.22,95.46,2.68,4.88,1.69,3.2,262.69
2021,164,5.28,14.0,1.16,3.47,2.66,-0.81,4.03,94.62,0.9,97.09,3.99,5.03,2.09,2.95,255.44
2021,165,9.41,13.77,0.72,3.08,2.31,-0.77,3.78,92.94,1.18,98.33,4.48,6.86,2.34,4.52,245.25
2021,166,5.77,13.91,0.08,3.45,2.0,-1.45,3.72,95.62,0.59,99.07,2.58,3.62,1.73,1.91,300.38
2021,167,9.81,13.93,-0.04,3.01,1.63,-1.38,3.85,98.88,0.08,99.12,2.64,3.09,2.02,1.06,309.44
2021,168,6.34,13.85,0.65,3.16,2.16,-1.0,4.03,98.19,0.07,98.41,2.71,3.42,2.25,1.17,317.5
2021,169,7.98,13.78,2.07,1.47,3.03,1.56,4.46,98.44,1.03,97.59,4.07,4.69,3.5,1.19,326.88
2021,170,6.61,13.57,1.11,2.74,2.31,-0.44,4.09,96.12,1.29,96.98,3.84,5.13,2.35,2.78,302.75
2021,171,6.73,13.62,0.62,3.85,2.17,-1.68,4.03,97.06,0.1,96.85,5.6,8.23,1.86,6.37,288.5
2021,172,5.95,13.47,2.19,3.03,3.41,0.38,4.27,91.62,0.45,96.18,4.41,8.61,1.91,6.7,219.75
2021,173,8.54,13.52,-0.64,4.12,1.6,-2.53,3.6,95.25,0.3,97.0,3.49,5.43,1.79,3.64,330.69
2021,174,11.59,13.54,-0.13,2.28,0.82,-1.47,3.6,93.56,0.22,96.9,1.89,4.58,0.59,3.99,144.06
2021,175,5.61,13.63,1.69,1.28,2.22,0.94,4.39,97.0,1.33,95.49,4.83,7.68,0.94,6.74,71.44
2021,176,8.44,13.56,1.92,2.91,3.47,0.56,4.39,96.38,2.57,96.61,5.23,7.98,2.05,5.92,222.06
2021,177,8.05,13.87,1.51,2.13,2.72,0.59,4.03,93.75,0.13,98.53,3.8,5.69,2.13,3.55,291.38
2021,178,5.73,13.87,3.01,2.92,5.0,2.07,4.52,93.25,1.4,97.92,5.37,6.59,3.27,3.31,322.75
2021,179,11.12,14.12,1.91,3.48,3.83,0.36,4.21,94.06,0.07,98.27,3.22,5.24,1.7,3.55,298.94
2021,180,6.05,13.62,2.26,2.97,3.55,0.58,4.46,96.25,2.19,97.55,5.77,7.47,2.73,4.73,209.0
2021,181,11.62,14.51,1.51,4.6,4.19,-0.41,4.33,97.0,2.03,96.32,2.65,5.13,1.7,3.44,313.12
2021,182,8.16,14.47,-0.07,2.54,1.36,-1.18,3.6,91.38,0.21,95.29,5.67,8.22,4.25,3.97,317.75
2021,183,8.45,14.36,1.28,4.69,3.09,-1.6,3.97,89.31,1.64,93.96,6.98,8.46,4.57,3.89,251.81
2021,184,4.86,14.76,2.72,1.16,3.19,2.03,4.21,85.75,0.68,94.17,8.26,9.66,6.3,3.35,296.94
2021,185,11.35,14.7,2.23,2.41,3.47,1.05,4.15,88.75,0.91,96.04,6.69,8.35,3.43,4.92,274.06
2021,186,6.8,14.98,2.79,3.62,4.37,0.75,4.7,95.81,0.84,95.88,4.23,8.7,1.31,7.4,299.5
2021,187,13.88,15.25,0.16,3.3,1.86,-1.44,3.6,91.25,0.55,97.12,3.72,7.84,0.55,7.3,157.38
2021,188,2.73,15.4,0.85,1.85,1.65,-0.2,4.03,94.88,4.02,95.91,7.33,10.16,3.12,7.04,115.44
2021,189,3.96,15.64,0.64,3.72,2.43,-1.29,4.03,96.12,0.04,95.66,5.36,7.95,2.12,5.82,227.62
2021,190,4.5,15.85,-0.56,3.17,0.93,-2.24,3.6,95.06,0.03,95.62,1.41,2.85,0.41,2.45,246.06
2021,191,8.57,16.38,0.51,4.23,2.19,-2.04,3.72,88.44,1.74,94.58,6.51,8.34,3.23,5.11,304.56
2021,192,4.01,16.16,-0.33,1.2,0.16,-1.04,3.42,86.62,1.85,94.39,6.7,8.34,4.33,4.01,284.69
2021,193,3.62,16.48,0.23,0.87,0.74,-0.13,3.54,86.5,7.43,95.36,8.48,9.56,7.6,1.96,260.75
2021,194,12.06,16.91,-1.32,2.42,0.03,-2.38,3.11,88.75,1.7,97.53,2.57,6.88,0.55,6.32,230.94
2021,195,7.79,17.34,-2.47,2.18,-1.23,-3.41,2.75,85.75,0.69,97.75,1.3,2.3,0.27,2.03,170.44
2021,196,8.03,17.91,-1.85,3.19,-0.53,-3.72,3.05,91.19,3.66,97.38,3.41,4.98,1.41,3.56,76.25
2021,197,10.84,17.96,-1.46,4.3,0.87,-3.43,3.23,93.25,0.76,97.76,1.77,3.7,0.67,3.03,166.31
2021,198,8.3,18.38,-1.58,3.7,0.07,-3.63,3.3,96.69,0.24,98.36,3.58,7.84,1.73,6.12,315.19
2021,199,2.22,18.86,1.7,2.8,2.75,-0.06,4.15,92.62,3.25,96.11,8.37,9.67,7.12,2.55,208.06
2021,200,12.16,19.32,1.53,3.26,3.08,-0.19,4.15,93.69,1.15,95.77,3.61,7.16,0.95,6.22,297.69
2021,201,11.38,19.5,-1.34,2.97,0.14,-2.83,3.17,90.62,2.12,96.95,3.2,4.48,1.14,3.34,211.06
2021,202,8.1,20.18,-2.63,6.32,0.44,-5.88,2.99,94.56,1.11,97.2,3.54,6.05,1.63,4.42,135.56
2021,203,10.77,20.78,0.66,2.2,1.65,-0.55,4.09,97.94,3.46,95.97,3.62,4.62,2.74,1.89,325.94
2021,204,9.47,21.15,0.31,3.79,2.11,-1.68,3.78,93.81,0.18,96.1,4.02,5.39,2.8,2.59,289.69
2021,205,11.93,21.36,-0.01,3.66,1.9,-1.74,3.78,97.06,0.27,96.75,2.87,4.42,2.12,2.3,315.06
2021,206,10.28,21.63,-0.67,3.78,1.3,-2.49,3.48,93.94,1.72,97.22,3.92,5.73,2.01,3.73,255.31
2021,207,12.06,22.09,-1.59,3.16,0.3,-2.85,2.99,88.69,2.18,98.49,1.92,3.03,0.74,2.29,250.75
2021,208,4.1,22.98,0.3,6.37,3.65,-2.71,3.85,97.0,8.32,98.7,3.74,5.45,2.34,3.1,324.06
2021,209,10.5,24.13,2.82,1.93,4.15,2.21,4.64,97.31,2.05,97.94,3.77,5.25,1.95,3.3,300.5
2021,210,17.15,24.55,2.15,3.21,3.76,0.55,4.21,90.81,1.21,95.72,7.41,8.99,5.22,3.77,321.31
2021,211,13.66,24.76,0.61,1.88,1.7,-0.19,3.54,85.5,1.17,96.18,6.73,8.87,5.22,3.65,275.69
2021,212,9.16,25.37,2.65,3.33,4.24,0.91,4.21,88.0,1.49,96.75,8.48,11.62,6.28,5.35,289.94
2021,213,18.59,26.59,2.87,2.8,4.21,1.4,4.39,89.69,0.1,95.94,6.18,9.54,3.77,5.77,306.94
2021,214,10.72,26.66,2.17,2.92,3.42,0.51,3.97,85.5,1.58,96.04,7.92,11.91,5.16,6.74,294.0
2021,215,15.7,27.41,1.92,3.04,3.6,0.56,3.91,86.69,2.2,97.11,6.87,9.35,3.16,6.2,265.0
2021,216,17.0,28.23,4.98,7.05,8.35,1.3,5.31,92.88,1.78,95.86,7.34,10.36,3.15,7.21,301.38
2021,217,12.69,29.29,3.17,8.34,7.76,-0.57,4.64,91.25,0.76,94.32,6.56,13.43,2.41,11.02,292.75
2021,218,12.48,29.42,0.01,2.74,1.56,-1.18,3.3,82.81,1.88,94.7,8.21,10.3,4.41,5.9,298.38
2021,219,9.92,29.77,-0.49,1.73,0.26,-1.47,3.11,80.69,3.9,95.63,10.05,10.97,8.52,2.45,249.12
2021,220,16.3,30.44,2.29,3.99,3.77,-0.23,4.03,86.56,1.34,97.61,7.66,8.99,6.54,2.45,270.25
